"['adult', 'friend', 'finder']",0
"['kh', 'barely', 'om']",0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
['allegro'],0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['all', 'recipes']",0
"['an', 'and', 'tech']",0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
['ap'],0
"['archive', 'of', 'our', 'own']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['as', 'kubuntu']",0
"['at', 'wiki']",0
"['av', 'home']",0
['baba'],0
['baba'],0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['bd', 'news']",0
"['best', 'black', 'hat', 'forum']",0
"['best', 'black', 'hat', 'forum']",0
"['best', 'black', 'hat', 'forum']",0
"['best', 'black', 'hat', 'forum']",0
['gr'],0
"['big', 'cinema']",0
"['big', 'cinema']",0
"['big', 'cinema']",0
"['bleacher', 'report']",0
['bmi'],0
"['bong', 'da']",0
"['bong', 'da']",0
"['bong', 'da']",0
"['bong', 'da']",0
"['bong', 'da']",0
"['aix', 'gov']",0
"['aix', 'gov']",0
"['aix', 'gov']",0
"['aix', 'gov']",0
"['aix', 'gov']",0
"['censor', 'net']",0
"['censor', 'net']",0
"['censor', 'net']",0
"['che', 'ez', 'burger']",0
['lien'],0
['lien'],0
['lien'],0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['code', 'canyon']",0
"['comic', 'book']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['corre', 'ios', 'com']",0
"['couch', 'tuner', 'eu']",0
"['couch', 'tuner', 'eu']",0
"['couch', 'tuner', 'eu']",0
['cox'],0
['cox'],0
"['dant', 'rico']",0
"['dant', 'rico']",0
"['dant', 'rico']",0
"['dant', 'rico']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['dead', 'spin']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
"['deposit', 'photos']",0
